Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Check It Out,will.i.am,0,1,3,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,3,0,0,1,0,0,0,0,0,2,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Runaway,kanye west,0,9,3,0,0,1,1,0,0,3,0,0,0,3,0,0,4,0,4,0,3,0,0,1,7,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1
Shake,jesse mccartney,0,5,0,0,0,1,1,0,0,2,0,0,0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
A Year Without Rain,selena gomez,0,10,0,0,4,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Opposite Of Adults,chiddy bang,0,2,7,1,2,2,1,0,0,9,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2
Big Night,big time rush,0,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,14,0,4,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1
As She's Walking Away,zac brown band,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
Pursuit Of Happiness (Nightmare),kid cudi,1,1,2,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,11
Hit It Again,3oh!3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,2,0,3,1,0,0,0,7
Shake Up Christmas,train,0,5,1,0,0,0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
September,daughtry,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,6,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,2
Letting Go (Dutty Love),sean kingston,0,29,3,0,2,18,0,0,0,1,1,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11
All I Want Is You,miguel,2,7,3,1,0,3,2,1,12,1,0,0,2,1,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,2
Loca,shakira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Christmas Lights,coldplay,0,1,1,0,0,3,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,1,8
Loving You No More,diddy - dirty money,0,53,1,1,0,2,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,11
"Baby, It's Cold Outside",glee cast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
When A Woman Loves,r. kelly,0,38,1,0,0,0,0,0,1,0,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7
Oh Santa!,mariah carey,0,3,0,0,0,2,1,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6
Fancy,drake,1,14,16,0,1,0,1,1,0,1,0,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,7
One In A Million,ne-yo,0,27,7,0,0,0,1,0,0,1,0,0,0,1,0,5,15,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,1,0,2
"Bon, Bon",pitbull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Strip Me,natasha bedingfield,0,1,5,0,2,0,1,0,0,0,0,0,0,3,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Welcome Christmas,glee cast,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,6
Singing In The Rain / Umbrella,glee cast,0,11,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2
Marry You,glee cast,0,16,5,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dog Days Are Over,glee cast,1,4,0,0,0,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Hey, Soul Sister",glee cast,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
(I've Had) The Time Of My Life,glee cast,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,2
Valerie,glee cast,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2
Boots,the killers,1,2,0,0,0,0,0,1,0,0,1,0,0,2,1,0,2,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
Don't Cry For Me Argentina (Lea Michele Version),glee cast,0,4,0,0,1,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Take It Off,ke$ha,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,2
Come Back Song,darius rucker,1,5,0,0,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
The Boys of Fall,kenny chesney,3,5,0,0,0,1,1,0,0,7,0,0,0,1,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Hot Tottie,usher,22,19,2,0,4,0,0,0,0,8,1,0,0,1,0,0,0,0,1,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,1,7,2,0,3,1,0,5,1,0,0,0,0,0,0,7
Teenage Dream,glee cast,4,10,0,0,0,3,0,0,0,0,0,0,3,2,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1
Just The Way You Are,glee cast,3,4,3,0,0,1,1,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dark Fantasy,kanye west,2,1,1,0,1,2,0,1,0,2,0,0,1,1,1,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Show Me How You Burlesque,christina aguilera,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,2,0,0,0,7
Crazy Beautiful Life,ke$ha,0,3,3,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8
King Of Anything,sara bareilles,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7
Roll With It,easton corbin,0,14,1,0,0,0,2,0,0,2,0,0,0,3,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
This Ain't No Love Song,trace adkins,0,20,0,0,0,4,0,0,3,1,0,2,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1
Sick,new hollow,0,2,0,0,0,3,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
What If,jason derulo,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Liv Tonight,nelly,3,1,0,2,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,38,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7
Turn Around (5 4 3 2 1),flo rida,0,23,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0,1,0,2,0,0,0,2
Cooler Than Me,mike posner,1,6,0,0,2,2,0,0,0,4,0,0,0,11,4,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
California Gurls,katy perry,5,16,1,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,2
Holding You Down (Goin In Circles),jazmine sullivan,0,11,1,2,0,5,0,0,0,1,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,16,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
Start Me Up / Livin' On A Prayer,glee cast,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,11
Stop! In The Name Of Love / Free Your Mind,glee cast,0,22,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
One Love (People Get Ready),glee cast,0,16,0,0,0,11,0,0,0,0,0,1,0,0,0,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Marijuana,kid cudi,1,0,0,0,6,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,4,0,0,2,3,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
Cannibal,ke$ha,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4
Scott Mescudi Vs. The World,kid cudi,1,1,3,2,0,2,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8
Airplanes,b.o.b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Farmer's Daughter,rodney atkins,0,4,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0,6
Misery,maroon 5,0,6,2,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,6
If I Had You,adam lambert,0,5,4,0,6,2,0,1,0,0,0,0,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
Love All Over Me,monica,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2012 (It Ain't The End),jay sean,0,0,3,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,16,1,3,0,17,0,0,0,0,0,0,14,3,0,0,0,1,0,0,0,1
Toot It And Boot It,yg,1,7,0,0,0,2,1,0,0,1,0,0,0,2,0,1,2,0,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,1
Radioactive,kings of leon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Double Vision,3oh!3,6,3,1,1,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sleazy,ke$ha,5,8,5,0,14,0,0,7,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,8
Get Back Up,t.i.,0,4,0,1,0,1,0,0,8,1,0,1,0,0,0,0,1,1,1,0,4,3,4,0,1,1,0,0,0,2,0,0,0,5,1,0,0,0,0,1,2,0,0,1,0,1,0,4,0,2
All Over Me,josh turner,4,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Hollywood,michael buble,9,12,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9
Innocent,taylor swift,1,0,0,0,0,0,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4
Dear John,taylor swift,0,7,0,0,1,2,2,0,4,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,11
Better Than Revenge,taylor swift,0,0,0,0,0,2,0,0,0,1,0,0,0,9,1,6,0,0,0,0,0,0,0,0,0,6,0,1,3,0,1,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,11
Last Kiss,taylor swift,10,4,3,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7
Enchanted,taylor swift,0,4,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
Mr. Rager,kid cudi,6,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Never Grow Up,taylor swift,0,2,1,0,0,1,0,1,1,1,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,0,2,0,1,1,1,0,0,1,0,11
Long Live,taylor swift,2,0,0,0,0,1,4,0,0,2,0,0,0,0,1,0,3,1,0,0,0,2,2,0,0,0,0,12,0,1,0,1,0,0,0,0,3,0,0,0,0,13,0,3,1,0,0,0,0,2
Time Warp,glee cast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
OMG,usher,2,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Not Afraid,eminem,0,0,0,0,0,6,0,1,0,4,0,0,0,3,0,2,1,1,3,0,0,0,2,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,2
Magic,b.o.b,0,1,2,0,0,4,0,0,0,2,0,0,0,0,2,1,19,2,0,0,0,4,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,11
If It's Love,train,2,28,0,0,0,6,0,0,0,4,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Our Kind Of Love,lady antebellum,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
Got Your Back,t.i.,0,3,3,0,1,2,5,0,0,8,19,0,0,0,1,0,0,0,1,0,3,4,0,0,0,14,1,0,1,1,0,0,0,4,1,0,0,0,4,5,0,5,2,0,0,0,0,0,0,2
All About Tonight,blake shelton,1,4,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6
Waka Waka (This Time For Africa),shakira,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
B.M.F. (Blowin' Money Fast),rick ross,1,1,13,1,0,0,0,0,0,1,0,0,8,9,0,0,8,1,0,1,1,2,1,0,1,0,5,0,0,0,1,8,0,4,0,0,0,1,0,0,0,0,0,0,0,8,11,0,0,9
Way Out Here,josh thompson,1,1,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Speak Now,taylor swift,0,6,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gonna Get This,hannah montana,0,29,0,0,0,3,0,1,0,0,26,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The End,kings of leon,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,11
Rap Song,t-pain,8,25,6,0,1,1,2,4,2,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,11
Miss Me,drake,0,11,5,0,1,1,1,0,7,3,1,1,1,1,0,2,3,0,1,2,0,4,1,1,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,3,0,1,1,0,3,0,6,1,2
Your Love,nicki minaj,0,20,2,3,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Pretty Good At Drinkin' Beer,billy currington,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,3,2,0,0,0,2
Little White Church,little big town,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
POWER,kanye west,3,1,1,0,4,1,1,0,0,1,0,0,0,1,0,0,4,0,2,1,0,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,8
The Catalyst,linkin park,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7
Gonorrhea,lil wayne,11,6,7,2,0,1,0,0,0,14,0,0,0,0,0,0,0,1,5,4,0,2,1,0,0,2,10,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,4,2,0,7
Lucky,glee cast,1,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,11
"River Deep, Mountain High",glee cast,1,2,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,8
Happy Days Are Here Again / Get Happy,glee cast,1,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Don't Go Breaking My Heart,glee cast,0,20,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Move That Body,nelly,6,11,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,4,2,0,0,0,0,2,10,0,2,0,7
Sing!,glee cast,0,7,0,0,3,0,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,3,0,2,1,1,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Le Jazz Hot,glee cast,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Ridin' Solo,jason derulo,4,1,5,0,0,5,2,0,2,0,0,0,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6
The Only Exception,paramore,0,3,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Teach Me How To Dougie,cali swag district,5,21,24,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4,0,0,1,1,2,0,0,0,0,1,0,6,0,0,1,0,2,0,0,1,1,0,0,0,2,3,0,7
La La La,auburn,0,2,2,0,2,0,0,0,0,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2
I Want To Hold Your Hand,glee cast,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2
One Of Us,glee cast,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
Only The Good Die Young,glee cast,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Losing My Religion,glee cast,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Papa Can You Hear Me?,glee cast,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
Bridge Over Troubled Water,glee cast,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
I Look To You,glee cast,1,0,0,0,2,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
Like We Used To,a rocket to the moon,1,7,3,0,0,7,2,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Loca,shakira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Billionaire,travie mccoy,0,1,3,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,6
