Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Takin' Shots,Post Malone,0,6,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,8
When We,Tank,4,8,0,0,6,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
Zack And Codeine,Post Malone,0,0,5,4,0,6,0,0,0,2,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,8,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,1
Barbie Tingz,Nicki Minaj,0,0,11,0,1,1,1,1,0,2,0,0,3,0,5,0,0,0,0,21,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,0,5
Blame It On Me,Post Malone,1,2,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Diamond Teeth Samurai,YoungBoy Never Broke Again,2,0,5,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,2,0,0,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,2
Famous,Mason Ramsey,0,9,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,6
Otherside,Post Malone,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11
Preach,YoungBoy Never Broke Again,3,8,9,0,1,2,0,0,4,4,0,0,1,5,0,1,1,1,3,8,1,2,1,0,0,2,6,1,3,2,0,0,0,4,0,0,0,2,2,1,1,1,0,0,1,0,6,1,0,7
1985 (Intro To The Fall Off),J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Candy Paint,Post Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Changes,XXXTENTACION,0,18,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jonestown (Interlude),Post Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Motiv8,J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Photograph,J. Cole,1,0,2,0,0,0,1,2,0,4,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,6
Sugar Wraith,Post Malone,0,4,5,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,4,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Brackets,J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Feel It Still,Portugal. The Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Intro,J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Let You Down,NF,5,0,2,0,0,7,0,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,7
Once An Addict (Interlude),J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
The Long Way,Brett Eldredge,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7,0,0,0,0,0,0,1,2
This Is Me,Keala Settle & The Greatest Showman Ensemble,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Thru Your Phone,Cardi B,2,5,5,0,0,1,0,0,0,1,0,1,0,1,0,3,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2
Thunder,Imagine Dragons,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Wake Me Up!,Avicii,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11
Window Pain (Outro),J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bad At Love,Halsey,1,13,0,0,0,3,0,0,1,9,1,2,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,2,1
Bickenhead,Cardi B,6,2,17,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,7
Billy,6ix9ine,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,3,0,4,0,1,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,8
Broken Clocks,SZA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Five More Minutes,Scotty McCreery,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,8
Get Up 10,Cardi B,3,3,20,2,0,4,1,0,0,2,0,0,1,1,0,2,2,2,3,11,0,2,0,1,3,1,5,0,1,0,0,2,0,3,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,10
Gotti,6ix9ine,0,0,10,1,2,0,2,0,0,0,0,8,0,0,1,4,2,0,0,1,0,8,0,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
Hardaway,Derez De'Shon,0,3,12,8,0,0,3,1,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,3,0,0,4
Him & I,G-Eazy & Halsey,1,19,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
I Fall Apart,Post Malone,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Let Me,Zayn,0,14,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6
Marry Me,Thomas Rhett,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Money Bag,Cardi B,11,3,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
She's With Me,High Valley,0,9,0,4,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6
Wasted Times,The Weeknd,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
All On Me,Devin Dawson,0,10,0,0,2,2,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Broken Halos,Chris Stapleton,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Medicine,Queen Naija,0,3,1,0,1,2,0,0,1,3,2,0,1,1,4,2,1,0,0,0,2,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
No Roots,Alice Merton,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2
Tell Me You Love Me,Demi Lovato,0,18,0,1,8,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4
Try Me,The Weeknd,1,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beautiful Trauma,P!nk,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Echame La Culpa,Luis Fonsi & Demi Lovato,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Focus,H.E.R.,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
No Smoke,YoungBoy Never Broke Again,0,0,13,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,3,25,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,10
OKRA,"Tyler, The Creator",2,0,1,0,3,0,0,0,0,1,1,1,0,0,0,1,2,0,3,5,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,8
Privilege,The Weeknd,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Say Amen (Saturday Night),Panic! At The Disco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Tempo,Chris Brown,0,24,0,0,1,4,0,0,0,4,0,0,1,0,0,0,2,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Written In The Sand,Old Dominion,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,2
44 More,Logic,2,4,10,0,1,0,0,0,0,3,2,1,0,1,1,0,5,1,4,3,1,0,3,1,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
Betrayed,Lil Xan,4,6,5,0,1,1,0,3,0,1,0,0,0,0,0,0,1,0,6,6,0,3,0,0,0,1,1,0,0,0,1,0,0,38,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4
Booty,Blac Youngsta,7,7,18,2,0,0,0,0,0,1,1,5,0,5,0,0,1,0,0,6,1,7,1,0,0,0,2,0,1,0,0,2,0,3,0,0,1,0,1,0,1,0,0,1,0,7,1,0,0,9
Gummo,6ix9ine,0,2,10,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,6,6,0,7,0,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,0,5
Lost In Japan,Shawn Mendes,0,5,3,0,0,1,0,0,0,0,0,0,0,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MotorSport,"Migos, Nicki Minaj & Cardi B",6,3,12,0,1,3,1,1,0,2,0,0,0,0,1,4,1,0,0,2,0,11,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,1,8,1,0,0,0,2,1,2,0,1,5
Narcos,Migos,0,0,3,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,0,3,0,1,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9
Rubbin Off The Paint,YBN Nahmir,3,1,3,0,0,1,0,0,0,2,0,4,0,1,0,0,2,0,0,0,1,29,1,0,0,2,10,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,9,0,0,10
Everybody Hates Me,The Chainsmokers,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,5
Going Down!,XXXTENTACION,0,0,1,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
How Long,Charlie Puth,1,14,0,0,0,3,0,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,2
Numb,XXXTENTACION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Young Dumb & Broke,Khalid,7,6,12,0,0,0,0,1,0,1,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
BoomTrap Protocol,Logic,0,4,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,9,5,3,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,8,0,2,0,1,1,0,0,0,0,0,0,0,10
Contra,Logic,0,0,7,0,0,0,0,1,0,0,7,1,0,0,0,6,1,1,7,16,0,0,6,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5
Midnight,Logic,0,4,3,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,8,5,4,10,5,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5
Overnight,Logic,0,2,8,4,0,8,0,0,0,0,3,12,0,7,0,0,0,0,12,4,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,6
Sorry Not Sorry,Demi Lovato,0,25,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,3,0,0,0,0,0,0,0,12,9
X,"ScHoolboy Q, 2 Chainz & Saudi",2,1,5,1,2,0,8,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,4,4,1,0,0,0,0,1,8,0,2,0,0,0,0,1,0,0,0,2,0,0,0,4
Yuck,Logic,0,6,6,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,1,1,2,1,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
Paramedic!,SOB X RBE,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Stranger Things,Joyner Lucas & Chris Brown,1,0,8,1,2,3,0,1,0,3,1,2,1,1,0,0,1,0,5,12,2,4,2,3,1,4,8,0,1,0,0,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,16,0,2,5
Bodak Yellow (Money Moves),Cardi B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Break Up In The End,Cole Swindell,1,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kooda,6ix9ine,0,0,3,0,3,0,0,0,0,1,8,4,0,0,0,3,0,0,11,0,0,6,0,5,6,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,9
Make Me Feel,Janelle Monae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rock,Plies,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
The Ways,Khalid & Swae Lee,0,20,0,0,1,0,20,0,0,1,0,12,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,1,0,0,1
Want You Back,5 Seconds Of Summer,1,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,1
You Broke Up With Me,Walker Hayes,3,12,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
Yours,Russell Dickerson,4,2,1,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7
Big Shot,Kendrick Lamar & Travis Scott,0,2,3,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,2,0,0,0,0,3,1,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,2,1,0,0,5
Female,Keith Urban,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,9
For You (Fifty Shades Freed),Liam Payne & Rita Ora,2,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2
Gucci Gang,Lil Pump,0,6,127,0,0,0,2,7,0,1,0,1,0,0,0,0,0,1,0,25,0,106,1,1,2,0,3,0,0,0,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,10
Legends,Kelsea Ballerini,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
One Foot,WALK THE MOON,0,8,2,0,0,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,2
Shape Of You,Ed Sheeran,1,44,0,0,0,0,6,6,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,2,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Too Good At Goodbyes,Sam Smith,0,6,0,0,0,9,0,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Black Panther,Kendrick Lamar,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Criminal,Natti Natasha x Ozuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Filthy,Justin Timberlake,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,10
Rewrite The Stars,Zac Efron & Zendaya,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,1,2
A Girl Like You,Easton Corbin,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6
Diplomatic Immunity,Drake,0,8,6,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,5,0,0,1,3,1,1,2,0,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,4,0,0,7
Like I Loved You,Brett Young,0,14,0,0,1,0,0,3,0,6,0,3,1,4,2,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Losing Sleep,Chris Young,0,3,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,4
Man Of The Woods,Justin Timberlake,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,0,0,0,2,2
Sick Boy,The Chainsmokers,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
Supplies,Justin Timberlake,4,13,0,0,11,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,3,0,0,3,0,2,0,1,3,8
Auto Pilot,Migos,3,1,18,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,7,0,4,0,1,2,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,7,0,0,5
Believer,Imagine Dragons,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,4
Emoji A Chain,Migos,2,0,4,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,17,1,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,6,0,1,8
Gang Gang,Migos,0,2,5,0,0,3,0,0,0,0,0,1,0,1,3,0,0,1,4,0,0,78,0,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10
Higher We Go (Intro),Migos,2,0,8,1,1,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,1,7,1,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,10
Round Here Buzz,Eric Church,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1
Supastars,Migos,4,4,14,0,1,1,0,5,0,2,0,0,1,1,0,1,0,0,1,2,0,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,5,0,0,10
Attention,Charlie Puth,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bank Account,21 Savage,1,0,6,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,5,13,0,20,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,5
Greatest Love Story,LANCO,0,8,1,0,3,0,3,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,4
I'll Name The Dogs,Blake Shelton,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Ice Tray,Quavo & Lil Yachty,1,0,1,0,1,0,0,0,0,3,1,0,0,1,1,0,0,0,0,4,0,24,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10
My Dawg,Lil Baby,1,2,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,10
